Handbags,Rompers,Skirts,Laptop Bag,Bath Robe,Casual Shoes,Jumpsuit,Nehru Jackets,Patiala,Trousers,Nail Polish,Lipstick,Face Wash and Cleanser,Trunk,Lip Gloss,Water Bottle,Foundation and Primer,Cushion Covers,Wallets,Face Moisturisers,Accessory Gift Set,Tshirts,Nightdress,Shorts,Hair Colour,Sandals,Earrings,Scarves,Duffel Bag,Night suits,Churidar,Sweatshirts,Beauty Accessory,Bracelet,Kurtis,Camisoles,Rain Trousers,Perfume and Body Mist,Deodorant,Stockings,Watches,Trolley Bag,Kurta Sets,Footballs,Compact,Eyeshadow,Belts,Mascara,Tunics,Track Pants,Jeggings,Salwar,Heels,Baby Dolls,Mobile Pouch,Booties,Mufflers,Messenger Bag,Robe,Clutches,Bangle,Lounge Tshirts,Lounge Pants,Boxers,Tops,Sarees,Shirts,Lip Plumper,Fragrance Gift Set,Jackets,Highlighter and Blush,Blazers,Flip Flops,Free Gifts,Tracksuits,Innerwear Vests,Basketballs,Flats,Mask and Peel,Shoe Accessories,Lip Liner,Gloves,Jewellery Set,Kajal and Eyeliner,Sunscreen,Wristbands,Nail Essentials,Salwar and Dupatta,Body Lotion,Tablet Sleeve,Caps,Bra,Rucksacks,Dupatta,Headband,Cufflinks,Ties,Capris,Sweaters,Pendant,Travel Accessory,Lounge Shorts,Makeup Remover,Sports Sandals,Sunglasses,Briefs,Lehenga Choli,Clothing Set,Kurtas,Stoles,Concealer,Lip Care,Rain Jacket,Leggings,Jeans,Formal Shoes,Sports Shoes,Suspenders,Socks,Waist Pouch,Dresses,Swimwear,Necklace and Chains,Ring,Shapewear,Backpacks,Waistcoat,Tights
436,2,36,17,6,670,5,1,8,128,79,77,5,31,33,2,19,1,235,16,29,1696,42,130,4,224,100,31,14,34,7,84,2,15,57,10,1,143,81,5,638,1,27,1,12,11,205,2,61,72,12,8,332,4,14,3,8,10,2,75,20,1,15,12,397,105,783,1,18,61,12,1,205,19,9,59,1,116,4,7,11,6,9,22,7,1,1,1,1,2,58,117,3,28,3,28,64,42,65,42,5,9,3,13,255,207,3,2,455,21,4,5,5,43,145,151,512,11,167,3,112,7,38,29,1,181,7,5
